,text,QA,task,chitchat
8421,Je trouve que t'es vraiment cheum,0,0,1
5527,selon toi entre toi et moi qui est-ce qui est le plus beau,0,0,1
8963,tu veux bien me faire un petit câlin,0,0,1
4602,pourquoi je suis triste,0,0,1
6170,est-ce que tu peux chatter,0,0,1
5207,tu discutes avec d'autres chatbots,0,0,1
3347,Tu ne serais pas sur le point de tomber amoureux de moi par hasard,0,0,1
6654,Est-ce que c'est possible pour toi de bailler,0,0,1
1298,ca fait fiha alors,0,1,0
9072,je pense à me flinguer,0,0,1
4333,je suis souvent vraiment toute seule,0,0,1
2403,ah parfaitement,0,0,1
8897,dis-moi pourquoi tu m'apprécies pas,0,0,1
9664,avez vous un site internet,1,0,0
6874,Tu sais faire le dîner,0,0,1
9392,quelle sont vos heures d'ouverture le dimanche,1,0,0
8613,oui ok,0,0,1
5539,c'est qui le plus beau entre nous selon toi,0,0,1
4558,je suis très souvent tout triste,0,0,1
6647,Voudrais-tu dormir,0,0,1
346,adieu,0,1,0
1908,tu penses que je devrais aller à mon rendez-vous,0,0,1
7219,J'ai envie que tu me répondes autre chose,0,0,1
8299,Est-ce que tu crois vraiment que c'était rigolo,0,0,1
1603,modéré,0,1,0
7809,je suis fan de yoga,0,0,1
170,combien?,0,1,0
797,c'est ce que je recherche,0,1,0
1514,oui,0,1,0
9029,je vais me jeter du toit d'un immeuble,0,0,1
3163,tu veux bien être ma meilleure amie,0,0,1
1840,tu penses que je devrais faire un plan,0,0,1
3902,bouge pas j'arrive bientôt,0,0,1
5164,tu discutes avec l'Assistant Google,0,0,1
3176,je peux être ta meilleure copine,0,0,1
6407,tu sais quand est-ce que c’est ton anniversaire,0,0,1
4745,je te trouve sacrément ennuyeuse,0,0,1
3591,quelle est mon actrice préférée,0,0,1
5503,c'est lequel la plus belle entre toi et moi,0,0,1
9415,donnez moi votre adresse de point de vente en détail,1,0,0
4421,j'adore rigoler,0,0,1
7618,ferme ta gueule maintenant,0,0,1
4608,j'en ai marre de me sentir triste,0,0,1
9926,quel est votre numero de telephone,1,0,0
7759,j'ai les yeux bleus,0,0,1
3072,tu veux bien être ma pote,0,0,1
3885,je l'ai mauvaise,0,0,1
6975,t'as été crééedans quel but,0,0,1
2270,je te dis plus,0,0,1
2956,je vous souhaite une très bonne journée de la femme,0,0,1
4189,avoue t'as vu la plaisanterie,0,0,1
5198,tu es pote avec Siri,0,0,1
3950,ne bouge pas je reviens après,0,0,1
450,mrc sahit,0,1,0
287,jmef,0,1,0
8041,t'es adroite,0,0,1
8274,ta blague est pas marrante  du tout,0,0,1
7108,est-ce que tu es un gars ou une fille,0,0,1
5667,c'est quoi ton ressenti sur l'intelligence artificielle,0,0,1
7294,Ca me fait chier que tu donnes les mêmes réponses,0,0,1
9262,quelle sont vos heures d'ouverture le dimanche,1,0,0
3435,tu est programmée pour kiffer sur moi,0,0,1
7612,ferme ton clapet maintenant,0,0,1
5174,Est-ce que tu es copain avec Alexa,0,0,1
4836,je trouve que tu es barbant,0,0,1
931,combien coute ce modele,0,1,0
2665,je suis vraiment ravi,0,0,1
9676,quelle est votre adresse de point de vente en gros,1,0,0
5520,dis qui est le plus beau entre nous à ton avis,0,0,1
8565,c’est quoi cette réponse nase,0,0,1
3692,tu penses que je suis nul,0,0,1
1498,je men fous,0,1,0
4954,tu as des filles,0,0,1
4456,j'adore les acteurs,0,0,1
8476,c’est niais ce que tu dis,0,0,1
2850,je suis charmé de faire ta connaissance,0,0,1
264,Merci beaucoup,0,1,0
552,jai dit c bien,0,1,0
2135,je vous demande de me pardonner,0,0,1
830,prix de ce model,0,1,0
3489,je te kiffe grave,0,0,1
9334,qu'offre votre entreprise,1,0,0
9866,faites vous de la vente en gros,1,0,0
8078,tu es carrément trop bête,0,0,1
3111,tu peux être mon copain,0,0,1
8384,Je parie que tu es vraiment laid,0,0,1
2338,je te remercie à mort,0,0,1
3790,je suis hyper furieuse,0,0,1
8802,tu es trop marrant,0,0,1
9003,j’ai envie de me balancer du balcon,0,0,1
2329,à tantôt mon cher,0,0,1
8028,tu es carrément intelligent,0,0,1
6094,est-ce que tu es amoureux de quelqu’un,0,0,1
4152,mais t'as compris la blague,0,0,1
9393,quelle sont vos heures d'ouverture le samedi,1,0,0
5446,entre toi et moi dis-moi qui est le plus beau,0,0,1
2430,je suis à ton service,0,0,1
9094,je vais me suicider,0,0,1
385,je cherche des skechers pour femmes,0,1,0
7267,Je voudrais des nouvelles réponses,0,0,1
8160,Tu ne me sers vraiment à rien,0,0,1
5745,Tu aimes l'Assistant Google,0,0,1
1071,j'ai besoin d'1 mocassin compensé,0,1,0
6645,Est-ce que c'est possible pour toi de respirer,0,0,1
2445,tu sais expliquer,0,0,1
8861,t'espas contente,0,0,1
5557,qui est-ce qui est le plus malin,0,0,1
828,pointures et coleurs disponible si c possible,0,1,0
5686,tu penses quoi de la technologie d'aujourd'hui,0,0,1
4475,j'aime tellement le fromage,0,0,1
9783,quelle sont vos heures d'ouverture le samedi,1,0,0
2307,farewell maintenant,0,0,1
3907,je vais revenir dans 3 minutes,0,0,1
2671,ravie de vous connaître,0,0,1
2113,je suis vraiment désolée,0,0,1
6608,Sais-tu éternuer,0,0,1
2506,une bonne nuit à toi,0,0,1
1020,chaussures,0,1,0
1698,rien d'autre ?,0,1,0
1687,et les pointures,0,1,0
4858,je trouve que tu es hyper ennuyeuse,0,0,1
3813,je suis super folle furieuse,0,0,1
9847,quelle sont vos heures d'ouverture le dimanche,1,0,0
8602,c'est sûr oui,0,0,1
7234,Est-ce que tu peux dire une autre réponse,0,0,1
1157,uh peu importe,0,1,0
2952,je vous souhaite une joyeuse Saint-Valentin,0,0,1
9347,faites vous de la vente en détail,1,0,0
1647,c'est bon merci,0,1,0
6794,tu sais c'est qui ton boss,0,0,1
9369,vos produits articles sont fabriqués localement ou importés,1,0,0
8345,T'as une sale gueule,0,0,1
9945,donnez moi votre compte insta,1,0,0
9670,d'où vous importez vos produits,1,0,0
4654,Je pars en voyage,0,0,1
199,rien d'autre ?,0,1,0
4353,j'aime quand il fait nuit,0,0,1
2999,je vous souhaite un très joyeux premier avril,0,0,1
4396,j'aime ma vie,0,0,1
2193,Je ne capte vraiment rien à ce que tu dis,0,0,1
5016,tu peux parfois avoir envie de bouffer,0,0,1
3634,tu me manques trop,0,0,1
4952,sais-tu qui sont tes parents,0,0,1
1889,je dois finir de ranger,0,0,1
8262,tu es vraiment pas marrant du tout,0,0,1
6778,t'as un responsable,0,0,1
4765,tu m'ennuies prodigieusement,0,0,1
2478,bonjour un bon matin,0,0,1
6007,tu crois que tu es vif,0,0,1
8824,tu es trop marrante,0,0,1
9933,comment vendez vous vos produits,1,0,0
9330,quelle sont vos heures de travail le lundi,1,0,0
5836,est-ce que tu essaies d’exterminer la terre,0,0,1
8293,Est-ce que tu crois vraiment que c'était amusant,0,0,1
9585,quelle sont vos horaires d'ouverture le samedi,1,0,0
7830,est-ce que tu pourrais chanter des chansons,0,0,1
5918,veux-tu être le roi du monde,0,0,1
4364,j'aime faire à manger,0,0,1
43,"merci, au revoir",0,1,0
8520,qu’est-ce que c’est que cette réponse de nul,0,0,1
9152,test est-ce que ça marche comme il faut,0,0,1
6963,tu sais faire quoi exactement,0,0,1
4653,Je mange une banane,0,0,1
7725,je suis bouchère,0,0,1
2827,plaisir de te rencontrer,0,0,1
2249,bye bye,0,0,1
9465,que vend votre entreprise,1,0,0
8547,elle est complètement niaise ta réponse,0,0,1
9302,je cherche un emploi,1,0,0
7176,tu possèdes un prénom,0,0,1
246,ce n'est pas grave,0,1,0
4718,Je suis à l'école,0,0,1
3930,juste j'arrive,0,0,1
2625,comment est ta journée,0,0,1
2785,Alexa hé,0,0,1
5704,tu penses quoi de la tech d'aujourd'hui,0,0,1
4735,t'es profondément ennuyeuse,0,0,1
1669,autre chose !?,0,1,0
413,hommes,0,1,0
8636,ouais okay,0,0,1
7698,je suis autrichienne,0,0,1
4863,je trouve que t'es inintéressante,0,0,1
6854,Tu peux faire mes devoirs,0,0,1
2862,je suis ravi de vous connaître,0,0,1
2150,est-ce que tu aurais la bonté de me pardonner,0,0,1
925,merci bcp,0,1,0
5023,est-ce que tu peux ressentir le besoin de manger,0,0,1
9231,comment puis je vous trouver sur instagram,1,0,0
3363,Tu ne serais pas en kif pour moi par hasard,0,0,1
4091,je veux trop me bâfrer,0,0,1
2676,je suis enchanté de te rencontrer,0,0,1
3241,à ton avis tu crois qu'il est possible de m'aimer,0,0,1
4243,je n'ai pas vraiment beaucoup d'amis,0,0,1
9531,en quoi consiste votre entreprise,1,0,0
6167,tu peux discuter,0,0,1
920,je cherche une chaussure chère pour les petits garçons,0,1,0
8526,c’est quoi cette réponse de nulle,0,0,1
9920,que vend votre entreprise,1,0,0
542,je cherche quelque chose de pas cher,0,1,0
5192,Est-ce que tu es pote avec Siri,0,0,1
475,makach wahed pas chere chwiya,0,1,0
8714,ok c'est entendu,0,0,1
8016,tu es grave pas bête,0,0,1
1932,est-ce que je dois grossir,0,0,1
2631,ça va ta journée,0,0,1
3200,à ton avis est-ce que tu penses qu'on puisse m'aimer,0,0,1
4346,j'aime mon animal,0,0,1
1959,est-ce que je plais pas vraiment,0,0,1
7680,je suis docteur,0,0,1
4813,je trouve que t'es vraiment inintéressante,0,0,1
4750,je te trouve barbant,0,0,1
4546,je suis vraiment déprimé,0,0,1
9691,cherchez vous des vendeurs,1,0,0
2493,bonjour du matin très cher,0,0,1
9101,je pense à me tuer,0,0,1
6164,y'a moyen de chatter,0,0,1
7199,c'est quoi ton petit nom,0,0,1
8439,cette réponse est carrément idiote,0,0,1
1245,ya autre chose ?,0,1,0
18,hommes,0,1,0
2658,je suis enchantée de faire ta connaissance,0,0,1
7823,est-ce que tu voudrais bien chanter des chansons,0,0,1
6972,tu es capable de quoi exactement,0,0,1
9291,comment puis je vous trouver sur facebook,1,0,0
7257,Ca me fait chier d'entendre ça,0,0,1
6791,est-ce que tu sais comment s'appelle ton boss,0,0,1
5374,quel est le sens de la vie,0,0,1
9433,embauchez vous,1,0,0
4984,as-tu une sœur,0,0,1
7670,je suis ouvrier,0,0,1
8711,oki ok,0,0,1
1675,tres bien et c'est combien ?,0,1,0
2541,gute nacht chez vous,0,0,1
4669,Je peins,0,0,1
144,basket ?,0,1,0
778,et quelle sont les pointures disponible,0,1,0
5290,dis qu'est-ce que ta chanson préférée,0,0,1
8660,d'accord c'est la base,0,0,1
3989,quelle journée chiante,0,0,1
453,non merci,0,1,0
3076,est-ce que tu veux être mon meilleur pote,0,0,1
25,je recherche des sandales pour homme,0,1,0
7589,mais ferme ton clapoir je ne veux plus t’entendre,0,0,1
7749,je suis musulmane,0,0,1
114,ballerine est ce que je veux,0,1,0
4362,j'aime faire la cuisine,0,0,1
4090,je veux trop bouffer,0,0,1
3470,tu me fais fondre,0,0,1
3416,tu est conçue pour kiffer pour moi,0,0,1
5879,est-ce que tu es CARL,0,0,1
6541,Est-ce que tu sais me poser une question,0,0,1
6923,Est-ce que tu peux faire mon petit-déjeuner,0,0,1
2342,c'est gentil merci,0,0,1
2172,Je saisis vraiment rien,0,0,1
7921,sais-tu me chanter une chanson,0,0,1
4628,J’ai un chat,0,0,1
4287,je m'emmerde tout seul,0,0,1
2851,je suis vraiment ravi,0,0,1
7769,je suis blond,0,0,1
4788,tu es hyper ennuyeux,0,0,1
1405,je cherche des sandales soirée pour femmes,0,1,0
1195,oui,0,1,0
2947,je vous souhaite une joyeuse journée de l'indépendance,0,0,1
7072,est-ce que tu sais qui t'a fabriqué,0,0,1
4700,Je veux aller au cinéma,0,0,1
5493,de nous deux c'est lequel la plus belle,0,0,1
33,C'est combien encore ?,0,1,0
6301,où t'es localisé,0,0,1
4144,mais c'était pour se marrer,0,0,1
6001,tu es vive toi,0,0,1
6437,est-ce que tu es plus vieux que moi,0,0,1
7863,sais-tu chanter une chanson,0,0,1
5663,c'est quoi ton opinion sur les chatbots,0,0,1
4974,as-tu tes fils,0,0,1
3616,suis-je fiancé,0,0,1
396,des mocassins par contre ?,0,1,0
9211,quel est votre numero de telephone,1,0,0
9112,je veux me mettre sous un camion,0,0,1
3706,tu penses que je suis stylé,0,0,1
6523,Es-tu capable de poser une question sur moi,0,0,1
1134,c'est bon,0,1,0
9552,quelle est votre page fb,1,0,0
7978,tu es génial,0,0,1
8497,c’est une réponse carrément nulle,0,0,1
8809,tu es très comique,0,0,1
9817,comment puis je vous trouver dans les réseaux sociaux,1,0,0
5149,tu discutes avec Google Assistant,0,0,1
8859,tu es fâchée,0,0,1
4226,je me sens parfois vraiment seule,0,0,1
2177,J'ai carrément rien percuté,0,0,1
1455,dcr mais je veux que ce soit de marque converse,0,1,0
5647,quelle est ton opinion sur les chatbots,0,0,1
7959,vraiment la classe,0,0,1
1122,non,0,1,0
1372,Peu importe,0,1,0
3545,je voudrais devenir ton mari,0,0,1
6107,est-ce que tu es fiancée à quelqu’un,0,0,1
6707,tu voudrais avoir tes règles,0,0,1
5274,qu'est-ce que c'est ton artiste préféré,0,0,1
6234,est-ce que t'es un chat,0,0,1
1344,oui,0,1,0
8427,Je trouve que tu es vraiment pas belle,0,0,1
6558,Tu dois me poser des questions,0,0,1
4537,je me sens souvent très déprimé,0,0,1
6043,est-ce que t'es lucide,0,0,1
8869,est-ce que tu m'apprécies pas vraiment,0,0,1
1558,j'aime pas son talon,0,1,0
4857,je trouve que tu es super barbante,0,0,1
7330,je vais te foutre au chômage,0,0,1
8735,ha ha fun,0,0,1
3022,quoi de beau,0,0,1
7795,je suis passionnée de foot,0,0,1
1877,je dois faire le repas,0,0,1
9158,tu m'entends,0,0,1
96,"Merci, au revoir",0,1,0
1445,mrc a la prochaine,0,1,0
5932,veux-tu être la reine du monde,0,0,1
4540,je me sens très souvent très triste,0,0,1
9140,test si ça fontionne,0,0,1
5170,tu es copine avec Alexa,0,0,1
8927,j’ai bien envie d’un gros câlin,0,0,1
5517,qui est le plus beau entre nous deux à ton avis,0,0,1
1367,oui,0,1,0
6685,tu voudrais péter,0,0,1
6087,est-ce que tu es marié à quelqu’un,0,0,1
8208,penses-tu vraiment que c'était amusant,0,0,1
3415,tu est programmé pour tomber amoureuse de moi,0,0,1
752,prix,0,1,0
749,exactement,0,1,0
2072,tu aurais l'obligeance de m'excuser,0,0,1
3608,est-ce que j’ai une chatte,0,0,1
6185,est-ce qu'on pourrait échanger,0,0,1
5116,est-ce que tu bouffes des fois,0,0,1
933,elle a koi comme couleurs,0,1,0
5454,entre nous dis qui est le plus beau,0,0,1
6601,tu veux éternuer,0,0,1
5823,veux-tu nous tuer,0,0,1
3638,sérieux tu me manques trop,0,0,1
2806,ravie,0,0,1
1755,c'est pour les filles non ?,0,1,0
8951,j’aurais envie que tu me serres dans tes bras,0,0,1
4355,j'aime avoir des amis,0,0,1
2117,tu veux accepter mes excuses,0,0,1
8256,pas drôle du tout,0,0,1
1116,cherche des chaussures pour petits fils a prix modéré,0,1,0
1771,Aaahh,0,1,0
2857,je suis vraiment enchanté de vous connaître,0,0,1
6289,t'es localisé où là,0,0,1
5682,c'est quoi ton avis sur la technologie aujourd'hui,0,0,1
482,mocassin,0,1,0
6940,Quelles sont tes aptitudes,0,0,1
723,je veux trouver une sandale et elle devrait etre bon marché,0,1,0
683,et les sandales soirée,0,1,0
1911,qu'est-ce que je dois faire,0,0,1
5363,c'est quoi le sens de la vie,0,0,1
9118,il y a personne,0,0,1
3770,je suis vraiment super dans une rage folle,0,0,1
7143,pourrais-tu me dire comment tu t'appelles,0,0,1
5581,je suis vraiment plus malin,0,0,1
2604,passes-tu une chouette journée jusqu'ici,0,0,1
5621,entre toi et moi qui est-ce qui est le plus brillant,0,0,1
122,je cherche une chaussure précieuse pour mon fils,0,1,0
9007,je vais me jeter par la fenêtre,0,0,1
8634,j'entends,0,0,1
6250,tu es pas un robot,0,0,1
5463,dis-moi qui est le plus beau de nous deux,0,0,1
1408,je veux que le talon soit long,0,1,0
7090,tu es transsexuelle,0,0,1
4580,je suis triste depuis un moment,0,0,1
7031,qui est-ce qui est ton développeur,0,0,1
4793,tu es vraiment sans intérêt,0,0,1
9109,je veux mettre fin à mes jours,0,0,1
2615,c'est agréable ta journée,0,0,1
1473,je cherche des claquettes,0,1,0
6069,as-tu une épouse,0,0,1
1565,oui je confirme,0,1,0
1189,bruit,0,1,0
1978,est-ce que je plais jamais,0,0,1
10,prix,0,1,0
806,um,0,1,0
6768,Dis qui est ton patron,0,0,1
3622,est-ce que j’ai des sœurs,0,0,1
2701,heureuse de faire votre connaissance,0,0,1
2436,sais-tu expliquer,0,0,1
135,je veux quelque chose pour ma femme,0,1,0
2314,allez tchuss,0,0,1
3893,attends je re,0,0,1
71,quel est son prix,0,1,0
4046,je me sens enchanté,0,0,1
6342,est-ce que tu es pas loin,0,0,1
4848,je te trouve super ennuyeux,0,0,1
5498,qui est la plus belle de toi et moi,0,0,1
4749,je te trouve barbante,0,0,1
2980,je te souhaite un bon non-anniversaire,0,0,1
1504,c combien svp,0,1,0
2835,enchanté de vous connaître,0,0,1
9111,je veux me mettre sous le train,0,0,1
702,homme,0,1,0
1945,je devrais faire le ménage,0,0,1
1977,je ne plais pas vraiment aux hommes,0,0,1
3299,je te kiffe beaucoup,0,0,1
5,Je recherche une sandale pour femme,0,1,0
8111,tu es bon à rien,0,0,1
6427,est-ce que tu es adolescente,0,0,1
3670,tu me manques louloute,0,0,1
5872,tu veux attaquer la terre,0,0,1
3045,tu racontes quoi,0,0,1
4023,je suis trop ravi,0,0,1
5431,selon toi de nous deux c'est qui le plus beau,0,0,1
165,euh,0,1,0
7459,je voudrais que tu fasses des blagues,0,0,1
5068,as-tu déjà mangé un steak,0,0,1
3252,tu es vraiment trop cool,0,0,1
658,oui oui pour garçons,0,1,0
4018,je suis trop heureuse,0,0,1
858,merci adios,0,1,0
3152,tu es ma meilleure amie,0,0,1
7754,je suis puceau,0,0,1
2190,Je percute vraiment rien à ce que tu dis,0,0,1
4634,Ouais probablement,0,0,1
309,quel est le prix,0,1,0
9271,en quoi consiste votre entreprise,1,0,0
9931,faites vous de la vente en gros,1,0,0
3879,je n'ai jamais été autant énervée,0,0,1
9851,quelle sont vos horaires d'ouverture le lundi,1,0,0
6502,Est-ce que tu pourrais me demander un truc sur moi,0,0,1
1854,est-ce que je dois finir de ranger,0,0,1
8767,c'est très comique,0,0,1
4417,j'aime mes cours,0,0,1
6789,Qui te contrôle,0,0,1
3127,est-ce que tu es mon copain,0,0,1
9359,avez vous un compte instagram,1,0,0
3635,franchement tu me manques grave,0,0,1
6905,Tu sais me préparer un sandwich,0,0,1
8358,Je trouve que t'es laide,0,0,1
7147,peux-tu dire ton nom,0,0,1
9618,donnez moi votre page facebook,1,0,0
277,nn machi bnet pour famme,0,1,0
4433,j'aime tellement les comédies romantiques,0,0,1
1259,oh oui !,0,1,0
6449,tu es né quel jour,0,0,1
7865,tu peux chanter une chanson,0,0,1
6458,c’est quand ton année d’anniversaire,0,0,1
8447,c’est une réponse complètement idiote,0,0,1
155,"peu importe, je veux juste une basket",0,1,0
5264,tu sais qui est d'autres assistants virtuels,0,0,1
8242,Je ne trouve pas ça drôle,0,0,1
3726,est-ce que je suis quelqu'un de bien,0,0,1
8190,Siri est bien meilleure,0,0,1
1826,merci au revoir,0,1,0
8336,Est-ce que tu penses que c'était amusant,0,0,1
9942,quelle est votre page fb,1,0,0
5254,tu as entendu parler de d'autres chatbots,0,0,1
2921,bon quatorze juillet,0,0,1
4785,tu es super inintéressant,0,0,1
7247,Est-ce que tu sais dire quelque chose d'autre,0,0,1
8618,oui je comprends,0,0,1
1786,toutes sortes,0,1,0
6353,est-ce que tu es près d'ici,0,0,1
6958,qu'est-ce que tu sais faire exactement,0,0,1
6879,Tu sais faire à déjeuner,0,0,1
1335,des modeles boots,0,1,0
2202,hasta la vista mon cher,0,0,1
4549,je suis tout triste,0,0,1
2900,je te souhaite une joyeuse toussaint,0,0,1
6961,tu es capable de faire quoi,0,0,1
8430,tu es vraiment pas joli,0,0,1
5283,dis-moi qu'est-ce que ton chanteur préféré,0,0,1
9378,que vendez vous,1,0,0
8919,j’aimerais un petit câlin,0,0,1
2662,je suis vraiment charmé de te connaître,0,0,1
7271,Marre des réponses génériques,0,0,1
3880,je n'ai jamais été autant contrarié,0,0,1
1948,je devrais voir mes amis,0,0,1
2809,ravie de vous rencontrer,0,0,1
1646,c'est bon merci,0,1,0
4934,tu sais qui sont tes grands-parents,0,0,1
6134,qui est ton petit copain,0,0,1
3768,je suis vraiment super fou de rage,0,0,1
9137,est-ce que ça fontionne,0,0,1
7369,tu peux donner des histoires drôles,0,0,1
8671,bah pas de soucis,0,0,1
3945,j'arrive après,0,0,1
3275,t'es stylée,0,0,1
3780,je suis vraiment super furax,0,0,1
9683,donnez moi votre page facebook,1,0,0
8522,c’est quoi cette réponse de bouffon,0,0,1
1129,des sandales,0,1,0
4814,je trouve que t'es profondément ennuyeux,0,0,1
7200,J'en ai marre d'entendre ça,0,0,1
1097,cherche pour homme,0,1,0
916,merci au revoir,0,1,0
6529,Tu es capable de me poser une question sur moi,0,0,1
