,text,classes
1472,Je pense que je vais être à l'école pour toujours.,empathetic
25358,puis-je être ton pote,chitchat
8734,Je viens de réparer la carte mère de mon ordinateur. Je veux vraiment qu'elle dure un peu plus longtemps!,empathetic
33699,je pense te licencier,chitchat
25415,tu pourrais être mon meilleur copain,chitchat
28994,tu as des filles,chitchat
16742,J'ai bientôt un test.,empathetic
3474,"J'allais me coucher quand j'ai reçu un coup de fil. C'était ma belle-mère à qui je n'avais pas parlé depuis longtemps, et elle avait des nouvelles intéressantes.",empathetic
13976,Je suis allé à l'église ce dimanche dernier et la chose la plus horrible s'est produite. J'ai appelé mon pasteur par le nom de l'ancien pasteur!,empathetic
14367,J'étais prêt pour cet entretien la semaine dernière.,empathetic
11675,"J'avais une copine qui jouait avec moi et je savais qu'elle avait des warrents, alors je l'ai dénoncée et elle a été arrêtée et la meilleure partie est que les flics lui ont dit que c'était l'autre gars et des années plus tard je me suis senti coupable",empathetic
17325,"J'ai passé beaucoup de temps à organiser et nettoyer ma chambre le samedi. Il n'y a pas de meilleur sentiment que de savoir que vous avez fait une course que vous étiez censé faire, et de pouvoir profiter de l'espace propre après votre dur labeur.",empathetic
11256,J'espère que ma fille ne fera pas la même chose.,empathetic
12098,"La femme de mon ami a eu un accident. Elle ne peut plus marcher plus, et il est toujours avec elle 20 ans plus tard depuis.",empathetic
34401,mais tu la meules maintenant je ne veux plus t’entendre,chitchat
24104,bien le bonne nuit chez toi,chitchat
27110,je suis triomphante,chitchat
31347,est-ce que tu craques sur quelqu’un,chitchat
24991,je vous souhaite une joyeuse fête des amoureux,chitchat
4057,"Hier, quelqu'un m'a coupé pendant que je conduisais sur la route. Ils ont failli me frapper. J'étais assez en colère quand j'ai vu qu'ils regardaient leur téléphone et non la route!",empathetic
30156,dis-moi qui est le plus beau de toi et moi selon toi,chitchat
24780,wesh R2D2,chitchat
35180,tu es vraiment intelligent,chitchat
5921,"Les vieux jeux de pokemon me rendent nostalgique et émotif pour une raison étrange, ils ont été une grande partie de mon enfance",empathetic
15886,"Quand j'étais gosse, on faisait des pommes de caramel.",empathetic
37408,test si ça marche comme il faut,chitchat
7658,Que tout s'avérera être d'accord avec ma santé.,empathetic
18802,J'allais à la plage l'autre jour et il pleuvait.,empathetic
2614,J'ai accidentellement croisé quelqu'un au centre commercial et ils ont laissé tomber leur téléphone et l'écran s'est cassé.,empathetic
37206,je pense à me foutre sous un bus,chitchat
4373,"Nous sommes dans une tornade en ce moment, afin que nous puissions ou non obtenir une tornade. J'ai emballé un tas de fournitures d'urgence et les mettre dans une zone sûre du sous-sol juste au cas où.",empathetic
35935,t'es vraiment pas jolie,chitchat
16532,J'étais si triste quand mon hamster est mort récemment. Nous étions meilleurs amis et il me manque tellement. Je pleure tous les jours et pense à tous les bons moments que nous avons eus ensemble.,empathetic
23663,adieu très chère,chitchat
32341,tu veux vomir,chitchat
21449,J'ai fait un sandwich avant d'aller travailler.,empathetic
27753,je suis souvent vraiment super seule,chitchat
10889,Je suis choqué que mon chien ait eu un bébé en bonne santé après avoir été affamé pour la plupart de sa grossesse!,empathetic
19925,"Quand nous sommes allés à la plage pour des vacances il y a quelques semaines, je me sentais tellement détendu et heureux! C'était tellement génial de passer ce temps avec ma famille.",empathetic
6870,"J'ai trouvé 10 $ sur le terrain, c'était à un moment où j'en avais particulièrement besoin.",empathetic
398,"J'ai trompé mon petit ami une fois, je l'ai très regretté.",empathetic
17064,Je reprends l'école la semaine prochaine. Je n'aurai plus de temps libre maintenant.,empathetic
2478,"J'ai récemment eu une augmentation au travail, j'ai travaillé si dur pour ça.",empathetic
3789,Mon ami a écrasé ma voiture.,empathetic
13436,J'ai trébuché et je suis tombé au travail.,empathetic
20602,J'ai senti une sensation de nostalgie quand nous avons partagé un verre de vin ensemble.,empathetic
33962,est-ce que tu pourrais donner des blagues,chitchat
20394,"Ma fille a récemment dit le mot f. Je ne suis pas sûr où elle l'a pris vers le haut, donc cela m'a certainement choqué!",empathetic
8510,quelqu'un entre par effraction,empathetic
33522,Je voudrais que tu répondes quelque chose d'autre,chitchat
20400,"Quand nous sommes allés à un match de hockey plus tôt cette année, j'ai mis une couverture dans mon sac à main.",empathetic
25710,qu'est-ce que je t'adore,chitchat
20640,Je parie que mon cousin pourrait le battre à un match de basket.,empathetic
36615,ha ha je rigole,chitchat
27265,je veux trop manger,chitchat
19345,"Je suis rentré à la maison aujourd'hui et mon colocataire était en train de cuisiner diner, tout ce que j'avais à faire était de réparer mon assiette.",empathetic
26340,est-ce que j’ai un enfant,chitchat
12408,J'étais dans un hôtel et il y avait un cheveu dans la douche.,empathetic
4735,J'ai un gros entretien d'embauche demain et ça m'a rendu nerveux.,empathetic
10409,Je n'aime vraiment pas que les gens parlent pendant un film.,empathetic
9826,"J'ai déplacé une grande distance de ma famille, et même si j'apprécie mon nouvel emplacement,, ils me manquent.",empathetic
35353,tu es vraiment trop pathétique,chitchat
27132,je suis trop ravi,chitchat
33434,est-ce que tu aurais un prénom,chitchat
13411,Ma facture d'électricité s'élevait à 350 dollars ce mois-ci.,empathetic
11545,Je voulais vraiment qu'elle aime mon travail et qu'elle me prenne comme cliente.,empathetic
2865,"J'ai dû aller chez le médecin récemment pour faire regarder mon pied sur, me fait toujours peur d'y aller.",empathetic
10044,J'espère que les Eagles pourront encore gagner cette saison!,empathetic
35161,tu as le goût,chitchat
32327,tu sais respirer,chitchat
6569,"Je ne pouvais pas croire que ma mère ait donné à ma sœur son collier préféré, ce n'est pas juste!",empathetic
31472,viens on discute,chitchat
27799,j'aime bien ma coiffeuse,chitchat
13024,Ce mec fait sauter le téléphone de ma copine.,empathetic
8959,"Je suis fier des Eagles pour avoir gagné le superbe, qu'ils m'ont rendu si heureux",empathetic
26447,tu me manques tellement,chitchat
25245,veux-tu bien être ma pote,chitchat
24742,c'est une joie de vous rencontrer,chitchat
30971,tu veux devenir la maîtresse du monde,chitchat
30628,Donne-moi ton avis sur tes concurrents,chitchat
12975,"Mon amie est entrée à l'université, elle était tellement sûre qu'elle n'allait pas dans une bonne école et elle l'a fait.",empathetic
869,"J'avais l'intention d'assister à des cours cet été, ce qui m'a brisé le cœur qu'ils veulent que je paie 1000 de poche.",empathetic
34917,chante-moi un air connu,chitchat
8005,Je suis rentré pour trouver mes restes partis.,empathetic
19288,J'ai été vraiment étonné de voir le développement de la nouvelle technologie de nos jours par rapport aux années passées,empathetic
14732,"J'ai eu honte quand j'ai quitté mon travail en raison de la dépression et de problèmes d'anxiété, beaucoup de stigmate, especiall pour les hommes, lors de la gestion de l'emploi (ou le manque de) et de la santé mentale.",empathetic
31732,tu es située où,chitchat
22416,"J'ai récemment aidé mon père avec un truc, et nous avons dû déplacer des choses lourdes. Il a pu me suivre assez bien.",empathetic
28196,je suis très souvent tout déprimé,chitchat
13652,J'ai été choquée quand une énorme chauve-souris a frappé ma fenêtre la nuit dernière!,empathetic
18522,"Ma sœur a reçu $1,000 par ma grand-mère comme cadeau de remise des diplômes. Elle ne m'a pas donné un sou.",empathetic
23057,je plais un peu aux hommes,chitchat
35381,Bixby est bien meilleur,chitchat
36627,très comique,chitchat
28066,j'aime trop manger indien,chitchat
7440,Je vais à la foire ce week-end!,empathetic
29727,c'est quoi le son que tu préfères,chitchat
26997,je pourrais mourir d'ennui,chitchat
7131,Je l'ai fait travailler tôt et j'ai pu me préparer avant que les gens commencent à entrer.,empathetic
33770,je veux que tu quittes ton job,chitchat
28789,je te trouve super barbante,chitchat
27547,je suis souvent vraiment seul,chitchat
6948,J'ai récemment fait un voyage au Canada et j'ai été agréablement surpris par l'amitié avec les gens.,empathetic
33623,tu peux répondre une autre réponse,chitchat
25583,tu es vraiment grave stylée,chitchat
35311,tu es pathétique,chitchat
22032,J'ai regardé Wimbledon à la télévision pendant l'été pour la première fois. Ces joueurs de tennis sont si bons!,empathetic
16855,Je pense que les choses vont s'améliorer à l'avenir.,empathetic
5959,J'ai été fidèle à ma petite amie depuis presque 3 ans.,empathetic
20011,"J'ai une présentation pour le travail sur lundi, sur nos politiques d'embauche et comment retenir plus de personnes. Je sais que j'ai cela! J'ai préparé tout le week-end.",empathetic
12649,"J'ai mon entretien pour mon nouveau travail demain, je ne me suis jamais sentie aussi prête.",empathetic
17442,"J'ai aidé ma fille à préparer un projet pour l'école qui avait à voir avec le choix d'un état et en parler à propos d'elle,après que nous ayons tout fait elle m'a informé qu'elle le voulait sur roues",empathetic
6397,"Il y avait un mauvais temps attendu dans notre région, donc je me suis assuré d'obtenir de l'eau et du pain.",empathetic
25347,est-ce que tu es mon pote,chitchat
24344,dis comment est ta journée,chitchat
31447,On peut chatter,chitchat
14710,"J'ai vu un chien sur le côté de la route qui avait été frappé par un car, c'était si triste",empathetic
14058,"J'ai fait une demande d'emploi, j'ai peur qu'ils ne m'embauchent pas.",empathetic
15945,J'ai découvert que mon premier copain m'avait trompé. J'étais tellement en colère contre lui parce que je savais que je méritais mieux. Il ne m'a jamais excusé à ce sujet et je lui ai dit que je ne voulais plus le revoir.,empathetic
14696,"Pendant longtemps, j'ai vécu au milieu de nulle part loin de beaucoup de gens. Mes amis et ma famille étaient très loin et il s'est senti très accablant parfois.",empathetic
5814,Je suis super tic-tac aux gens qui veulent juste faire tout bouleverser pour tout le monde. Pourquoi les gens ne peuvent-ils pas laisser les autres être juste s'ils sont de mauvaise humeur?,empathetic
17807,"Mon mari a reçu un appel ce matin et il est devenu très nerveux, qui m'a mis dans une mauvaise humeur,",empathetic
36107,c’est quoi cette réponse de cagole,chitchat
35513,tu fais pas rigoler,chitchat
29331,tu veux grailler quelque chose,chitchat
31664,t'es localisé où là,chitchat
6179,Je me sentais malade et fatiguée ces derniers mois et j'ai découvert que je suis enceinte.,empathetic
1544,"Hier, j'ai été viré de mon travail. J'étais si triste.",empathetic
3175,J'étais mortifié quand mon pantalon s'est déchiré en sortant de ma voiture.,empathetic
20493,"Lorsque nous prenons un trip, je garde normalement ce que certains peuvent penser comme une poubelle. Je vais la mettre au rebut plus tard.",empathetic
4029,Je suis jaloux de mon ami qui a obtenu de meilleures notes alors moi même si c'était moi l'aider à étudier.,empathetic
28828,je trouve que tu es sacrément barbante,chitchat
30865,tu n’es pas Skynet,chitchat
37292,je veux me foutre sous le train,chitchat
30131,selon toi de toi et moi dis-moi qui est le plus beau,chitchat
35516,tu fais pas rire,chitchat
29842,tu peux m'expliquer le véritable sens de la vie,chitchat
19255,Je me suis senti seul pendant ces 3 semaines où elle est allée rendre visite à sa famille.,empathetic
34513,je suis sereine,chitchat
10807,"Ma femme est incroyable, elle ne me tromperait jamais.",empathetic
20269,Il dit que demain sera mieux,empathetic
31874,quand c’est ton anniv,chitchat
7158,Je suis vraiment à l'aise pour ce week-end puisque je vais acheter un nouvel ordinateur portable finalement.,empathetic
22676,"L'autre soir, les bicyclistes ivres me suivaient chez moi et riaient sur le trottoir. J'avais assez peur, surtout depuis qu'il faisait nuit.",empathetic
5927,"Je me sens mal quand je mens à mes parents, même si je suis un adulte maintenant",empathetic
11871,"Mon ami a eu la plus jolie fille de la classe, je ne sais pas comment il fait, je suis plus belle que lui.",empathetic
19149,J'avais vraiment peur quand je suis descendu d'un avion à Los Angeles et personne n'était dans le terminal à 4 heures du matin.,empathetic
1580,"Hier, j'ai traversé la rue et la personne devant moi a été frappée par une voiture qui ne s'est pas arrêtée au feu rouge.",empathetic
3847,J'ai commencé une nouvelle école et je ne connaissais personne dans ma classe.,empathetic
36642,t'es un comique,chitchat
32301,Est-ce que tu sais aller aux toilettes,chitchat
15101,"toute cette semaine, j'ai été engagé à mon diète, je n'ai pas triché une fois. im fier de moi.",empathetic
20147,J'étais à la salle de gym lundi et un homme a commencé à avoir une crise. J'étais gelé dans la peur mais heureusement quelqu'un d'autre lui a tendu la main.,empathetic
32103,Tu devrais me poser une question sur moi,chitchat
33409,dis ton prénom,chitchat
32535,Peux-tu faire caca,chitchat
7723,J'ai commandé des nachos pour le déjeuner. J'ai entendu dire que ce nouvel endroit où je commande est très bon!,empathetic
